Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Total Sales,Rating
Low Fat,DRH39,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,0.093214498,74.667,4.4
Low Fat,FDK04,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.052607932,56.3588,4.4
Low Fat,FDQ16,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.041974489,108.6912,4.4
Low Fat,FDX20,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.04280099,228.372,4.4
Low Fat,FDC44,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.173573164,114.4518,4.4
Low Fat,DRK23,Hard Drinks,2020,OUT017,Tier 2,Small,Supermarket Type1,0.072383777,251.504,4.4
Low Fat,DRO47,Hard Drinks,2020,OUT017,Tier 2,Small,Supermarket Type1,0.112859454,114.486,4.4
Low Fat,DRJ23,Hard Drinks,2020,OUT017,Tier 2,Small,Supermarket Type1,0.041904578,188.1872,4.4
Low Fat,NCL53,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.036439878,175.3028,4.4
Low Fat,NCI17,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.1442339,95.441,4.4
Low Fat,NCL29,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.114583922,156.4604,4.4
Low Fat,NCA53,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.009934335,47.2034,4.4
Low Fat,NCV41,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.017135155,109.8228,4.4
Low Fat,NCP06,Household,2020,OUT017,Tier 2,High,Supermarket Type1,0.039467795,151.7366,4.4
Low Fat,FDP39,Meat,2020,OUT017,Tier 2,High,Supermarket Type1,0.069817659,53.5324,4.4
Low Fat,FDV51,Meat,2020,OUT017,Tier 2,High,Supermarket Type1,0.03272295,165.7842,4.4
Low Fat,FDL10,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.039715591,100.1042,4.4
Regular,FDT12,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,0.049722335,224.5062,4.4
Regular,FDD26,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,0.072301795,185.6924,4.4
Regular,FDN16,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.062827447,105.099,4.4
Regular,FDG56,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.071597469,60.8536,4.4
Regular,FDT55,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.043743689,157.7946,4.4
Regular,FDH20,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.024999711,97.841,4.4
Regular,FDK32,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.049074897,154.2682,4.4
Regular,FDT09,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.012288171,129.9284,4.4
Regular,FDA47,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.11733375,164.121,4.4
Regular,FDS11,Breads,2020,OUT017,Tier 2,High,Supermarket Type1,0.05587277,222.1088,4.4
Regular,FDL13,Breakfast,2020,OUT017,Tier 2,High,Supermarket Type1,0.056637129,233.83,4.4
Regular,FDA04,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.067107448,258.1962,4.4
Regular,FDF21,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.059160135,191.553,4.4
Regular,FDR15,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.03362713,156.1314,4.4
Regular,FDM51,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.026072872,99.8674,4.4
Regular,FDN46,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0,103.1332,4.4
Regular,FDI58,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.071104408,95.012,4.4
Regular,FDM57,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.076278201,85.1908,4.4
Regular,FDY33,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.097750937,159.7262,4.4
low fat,FDU02,Dairy,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.103091351,229.9352,4.4
reg,FDD32,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.041163522,80.8276,4.4
reg,FDB57,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.018911474,220.5772,4.4
LF,NCP06,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.039238384,152.8366,4.4
Low Fat,FDV23,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,0.105816753,126.0046,4.4
Low Fat,FDH38,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.010436256,115.5808,4.4
Low Fat,FDX37,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.063017421,100.37,4.4
Low Fat,FDN02,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.073813788,207.2638,4.4
Low Fat,FDU04,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.005547386,121.5414,4.4
Low Fat,FDX40,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0,38.3164,4.4
Low Fat,FDX20,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.042552205,225.172,4.4
Low Fat,FDX55,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.055195461,216.1166,4.4
Low Fat,DRK11,Hard Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.010762387,149.5392,4.4
Low Fat,DRL23,Hard Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.015301418,105.2938,4.4
Low Fat,NCN05,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.014456938,184.795,4.4
Low Fat,NCH43,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.070555571,216.0192,4.4
Low Fat,FDA33,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.033893487,147.0076,4.4
Low Fat,FDX58,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.043755405,182.895,4.4
Low Fat,FDA21,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.03595391,185.2924,4.4
Low Fat,FDG59,Starchy Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.043226398,37.5164,4.4
Regular,FDL12,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.121609722,60.222,4.4
Regular,FDU37,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.104488444,77.896,4.4
Regular,FDE14,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.031439206,100.07,4.4
Regular,FDB14,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.102704495,94.312,4.4
Regular,FDT26,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.067940657,119.044,4.4
Regular,FDS19,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.064195136,75.8012,4.4
Regular,FDH31,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.020407296,99.9042,4.4
Regular,FDO15,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.008564925,73.2038,4.4
Regular,FDG34,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.037563325,109.5254,4.4
Regular,FDH47,Starchy Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.128791854,95.4068,4.4
reg,FDL38,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.014730322,90.9172,4.4
LF,DRL60,Soft Drinks,2011,OUT010,Tier 3,Medium,Grocery Store,0.045291822,153.5682,4.4
Low Fat,FDK38,Canned,2011,OUT010,Tier 3,Medium,Grocery Store,0.089196394,147.0734,4.4
Low Fat,FDR02,Dairy,2011,OUT010,Tier 3,Medium,Grocery Store,0.036933417,109.1886,4.4
Low Fat,DRI51,Dairy,2011,OUT010,Tier 3,Medium,Grocery Store,0.070703828,170.3764,4.4
Low Fat,FDC41,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0.195688803,77.367,4.4
Low Fat,NCM05,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.100171568,262.7226,4.4
Low Fat,NCI29,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.054601779,141.1154,4.4
Low Fat,NCR53,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.242768664,226.5404,4.4
Low Fat,NCF06,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.033807904,258.9962,4.4
Low Fat,NCV42,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.052593952,111.0228,4.4
Low Fat,NCU54,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.165073642,207.727,4.4
Low Fat,NCK18,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.011211251,166.9184,4.4
Low Fat,NCC30,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.046161923,176.6344,4.4
Low Fat,NCF42,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.280164929,177.5712,4.4
Low Fat,FDP15,Meat,2011,OUT010,Tier 3,High,Grocery Store,0,256.033,4.4
Low Fat,DRB25,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,0.116261335,107.0938,4.4
Regular,FDM02,Canned,2011,OUT010,Tier 3,High,Grocery Store,0.12341737,86.0198,4.4
Regular,FDA01,Canned,2011,OUT010,Tier 3,High,Grocery Store,0.091018048,60.2904,4.4
Regular,FDI16,Frozen Foods,2011,OUT010,Tier 3,High,Grocery Store,0.227260689,54.364,4.4
Regular,FDV28,Frozen Foods,2011,OUT010,Tier 3,High,Grocery Store,0.267352587,34.9558,4.4
Regular,FDF08,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0.109144085,88.2856,4.4
Regular,FDW51,Meat,2011,OUT010,Tier 3,High,Grocery Store,0.158441218,213.756,4.4
Regular,FDB58,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.022590318,140.6154,4.4
reg,FDZ59,Baking Goods,2011,OUT010,Tier 3,Small,Grocery Store,0.174110803,166.85,4.4
LF,FDK36,Baking Goods,2000,OUT013,Tier 3,High,Supermarket Type1,0.00720931,48.1034,4.4
LF,FDZ27,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,0.017141985,50.035,4.4
Low Fat,FDS48,Baking Goods,2000,OUT013,Tier 3,High,Supermarket Type1,0.027756137,150.4708,4.4
Low Fat,FDC02,Canned,2000,OUT013,Tier 3,High,Supermarket Type1,0.068765205,260.4278,4.4
Low Fat,FDI15,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,0.141234932,263.7884,4.4
Low Fat,DRJ39,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,0.036295834,217.5482,4.4
Low Fat,FDT40,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.095715608,125.8678,4.4
Low Fat,FDE29,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.143010016,61.6878,4.4
Low Fat,FDT28,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.063513272,149.9708,4.4
Low Fat,FDK41,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.127435585,86.8224,4.4
Low Fat,FDE45,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.040323731,180.0002,4.4
Low Fat,FDZ20,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.034278413,255.2356,4.4
Low Fat,FDT31,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.012437935,189.9872,4.4
Low Fat,FDP20,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.045631231,128.102,4.4
Low Fat,DRM59,Hard Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.003589104,155.5998,4.4
Low Fat,DRL35,Hard Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.03067808,44.777,4.4
Low Fat,DRP35,Hard Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.09079168,127.1336,4.4
Low Fat,NCU17,Health and Hygiene,2000,OUT013,Tier 3,High,Supermarket Type1,0,101.7674,4.4
Low Fat,NCU53,Health and Hygiene,2000,OUT013,Tier 3,High,Supermarket Type1,0.042716235,164.8842,4.4
Low Fat,NCT05,Health and Hygiene,2000,OUT013,Tier 3,High,Supermarket Type1,0.020934413,256.5672,4.4
Low Fat,NCC19,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.096799953,192.382,4.4
Low Fat,NCV54,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.033081389,116.5124,4.4
Low Fat,NCF19,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.035079516,47.9034,4.4
Low Fat,NCE30,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.099053537,212.6902,4.4
Low Fat,NCG19,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.14781046,234.8616,4.4
Low Fat,FDT21,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.020374875,248.0092,4.4
Low Fat,FDT57,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.019018943,238.7248,4.4
Low Fat,FDP46,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.074553522,91.883,4.4
Low Fat,FDZ09,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.104791689,165.2868,4.4
Low Fat,DRF13,Soft Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0,145.1444,4.4
Low Fat,DRG36,Soft Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.095298849,171.8106,4.4
Regular,FDJ12,Baking Goods,2000,OUT013,Tier 3,High,Supermarket Type1,0.039008625,209.0296,4.4
Regular,FDZ49,Canned,2000,OUT013,Tier 3,High,Supermarket Type1,0.133034816,222.0798,4.4
Regular,FDW52,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.037491314,164.2526,4.4
Regular,FDY16,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.092150005,184.8266,4.4
Regular,FDZ43,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.057011062,241.9512,4.4
Regular,FDE33,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.049594299,77.0644,4.4
Regular,FDU43,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0,238.6564,4.4
Regular,FDU51,Meat,2000,OUT013,Tier 3,High,Supermarket Type1,0.096433359,178.5028,4.4
Regular,FDW21,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.005958918,101.6358,4.4
Regular,FDI21,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.056555715,62.6168,4.4
Regular,FDI58,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.070645636,91.212,4.4
Regular,FDJ21,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.038496166,147.5102,4.4
low fat,NCJ29,Health and Hygiene,2000,OUT013,Tier 3,High,Supermarket Type1,0.035163639,84.4224,4.4
reg,FDW09,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.025899245,81.1302,4.4
LF,FDB45,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.021416681,104.6306,4.4
Low Fat,FDO37,Breakfast,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,232.7326,4.4
Low Fat,FDO25,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.127968205,209.627,4.4
Low Fat,FDY25,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.034112833,180.1976,4.4
Low Fat,FDX02,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.057292529,224.3404,4.4
Low Fat,FDK16,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.115799592,95.3094,4.4
Low Fat,FDB08,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.031230059,160.3578,4.4
Low Fat,FDS55,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,148.1734,4.4
Low Fat,FDU55,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.036057562,260.3278,4.4
Low Fat,NCH42,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.036686158,229.601,4.4
Low Fat,NCO02,Others,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.07366703,66.2142,4.4
Low Fat,FDK22,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.026192765,215.685,4.4
Low Fat,FDC58,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.042113173,42.5428,4.4
Low Fat,FDP58,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.135692831,220.0482,4.4
Regular,FDV48,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.051827123,77.4644,4.4
Regular,FDK60,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.094246644,98.9068,4.4
Regular,FDS59,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.04407225,109.057,4.4
Regular,FDN25,Breakfast,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.061424738,57.7588,4.4
Regular,FDG38,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,84.9224,4.4
Regular,FDM02,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.074035423,87.9198,4.4
Regular,FDY28,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.15277077,214.4218,4.4
Regular,FDT16,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.048860587,260.2278,4.4
Regular,FDQ40,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.036174285,176.0712,4.4
Regular,FDU28,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.094300933,187.5214,4.4
Regular,FDC57,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.054816926,194.282,4.4
Regular,FDN46,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.145220646,103.1332,4.4
Regular,FDT10,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.062297249,60.6562,4.4
low fat,FDZ33,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.107834541,146.5076,4.4
LF,NCJ05,Health and Hygiene,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.045865089,152.3682,4.4
Low Fat,FDN01,Breakfast,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.07204818,177.937,4.4
Low Fat,FDC02,Canned,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.068489201,259.3278,4.4
Low Fat,FDS01,Canned,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.017659068,175.9686,4.4
Low Fat,DRI39,Dairy,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.096592065,54.893,4.4
Low Fat,FDB53,Frozen Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.138777108,147.5392,4.4
Low Fat,FDI28,Frozen Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.026194237,79.0302,4.4
Low Fat,FDL04,Frozen Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.111381428,106.7622,4.4
Low Fat,DRJ59,Hard Drinks,1998,OUT027,Tier 3,Medium,Supermarket Type3,0,39.0164,4.4
Low Fat,DRL35,Hard Drinks,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.030554947,41.877,4.4
Low Fat,NCI29,Health and Hygiene,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.032463574,139.9154,4.4
Low Fat,NCK29,Health and Hygiene,1998,OUT027,Tier 3,Medium,Supermarket Type3,0,125.173,4.4
Low Fat,NCM05,Health and Hygiene,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.059557164,263.7226,4.4
Low Fat,NCO29,Health and Hygiene,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.032099989,164.1526,4.4
Low Fat,NCP17,Health and Hygiene,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.027580163,62.2168,4.4
Low Fat,NCE42,Household,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.01055095,234.9958,4.4
Low Fat,NCI42,Household,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.01031535,208.4954,4.4
Low Fat,NCQ54,Household,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.012481638,168.3474,4.4
Low Fat,FDV45,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.044829295,187.4556,4.4
Regular,FDO49,Breakfast,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.032892112,49.3008,4.4
Regular,FDB02,Canned,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.029023048,177.837,4.4
Regular,FDE51,Dairy,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.096000183,43.7086,4.4
Regular,FDR19,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.158947217,145.5102,4.4
Regular,FDR31,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.048924811,147.4102,4.4
Regular,FDT07,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.076944658,257.133,4.4
Regular,FDI07,Meat,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.033597374,197.2426,4.4
Regular,FDU28,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.09444959,187.8214,4.3
Low Fat,DRI11,Hard Drinks,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.034237682,113.2834,4.3
Regular,FDE51,Dairy,2011,OUT010,Tier 3,Small,Grocery Store,0.161466534,45.5086,4.3
Low Fat,FDU02,Dairy,2010,OUT046,Tier 1,Small,Supermarket Type1,0.102511504,230.6352,4.3
Low Fat,FDA46,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.117818348,192.9136,4.3
Low Fat,FDF09,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.012090074,38.2848,4.3
Regular,FDL12,Baking Goods,2000,OUT013,Tier 3,High,Supermarket Type1,0.121531501,59.222,4.3
Low Fat,FDQ10,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.033230816,172.3422,4.3
Regular,FDZ16,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.160760054,192.4478,4.3
Low Fat,FDY25,Canned,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.033809913,180.5976,4.3
reg,FDR28,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.026001976,161.521,4.3
Low Fat,FDX20,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.042560252,226.172,4.3
Low Fat,DRF49,Soft Drinks,2010,OUT046,Tier 1,Small,Supermarket Type1,0.071077939,114.2518,4.3
Regular,DRL01,Soft Drinks,2020,OUT017,Tier 2,Small,Supermarket Type1,0.077608838,233.4958,4.3
Regular,FDB35,Starchy Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.064750025,92.6804,4.3
Low Fat,NCN55,Others,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.059582996,238.8538,4.3
Low Fat,FDG52,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.065732883,45.7402,4.3
Regular,FDR44,Fruits and Vegetables,2011,OUT010,Tier 3,Small,Grocery Store,0,131.2968,4.3
Low Fat,FDX15,Meat,2000,OUT013,Tier 3,High,Supermarket Type1,0.15616879,160.6578,4.3
Low Fat,DRJ13,Soft Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.062837968,161.5578,4.3
Low Fat,FDF14,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.027164679,152.334,4.3
Regular,FDU44,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.058414678,163.4552,4.3
Regular,FDT39,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.009866049,151.1366,4.3
Low Fat,FDE08,Fruits and Vegetables,2011,OUT010,Tier 3,Small,Grocery Store,0.082551042,147.3734,4.3
Regular,FDV60,Baking Goods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.11679292,196.211,4.3
Low Fat,NCQ54,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.012540003,167.0474,4.3
Low Fat,FDX19,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.096715523,235.0958,4.3
Regular,FDS33,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.123428594,89.1514,4.3
Low Fat,DRQ35,Hard Drinks,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.042086652,122.4388,4.3
Low Fat,DRI37,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.107765165,59.5904,4.3
Regular,FDU09,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.06670068,55.2956,4.3
Regular,FDH26,Canned,2010,OUT046,Tier 1,Small,Supermarket Type1,0.034699737,141.7496,4.3
Regular,FDL51,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.047684831,212.5876,4.3
Low Fat,NCA54,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.036715907,180.0318,4.3
Low Fat,FDB34,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.026604781,86.2198,4.3
Low Fat,FDT57,Snack Foods,2011,OUT010,Tier 3,Small,Grocery Store,0.031860325,235.1248,4.3
Low Fat,NCE19,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.093203257,52.7956,4.3
Low Fat,FDZ38,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.008033611,174.2422,4.3
Regular,FDF10,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.15717236,149.1418,4.3
Low Fat,NCO54,Household,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.014205168,56.7614,4.3
Low Fat,FDO28,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.072284689,119.9098,4.3
Low Fat,FDU25,Canned,2010,OUT046,Tier 1,Small,Supermarket Type1,0.026681262,56.4246,4.3
Regular,FDA40,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.099252438,87.4856,4.3
Low Fat,FDQ37,Breakfast,2011,OUT010,Tier 3,Medium,Grocery Store,0.149404057,192.8478,4.3
Low Fat,NCX42,Household,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.00599072,163.6526,4.3
Low Fat,NCD19,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.022059594,56.0614,4.3
Low Fat,DRG01,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.044869794,76.467,4.3
Low Fat,DRH13,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.023983258,106.328,4.3
Regular,FDO22,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.017960492,81.596,4.3
Low Fat,DRE25,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.073269336,92.112,4.3
